"V1"	"V2"
"1"	1105324	2.7966012754877
"2"	1105467	2.79808784478372
"3"	1106045	2.80409649550467
"4"	1106094	2.80460587938931
"5"	1108138	2.82589586294416
"6"	1108278	2.82735437394247
"7"	1109177	2.83672009813875
"8"	1109262	2.83760562267343
"9"	1110233	2.84621630238556
"10"	1110294	2.84642276241135
"11"	1110351	2.84661568407479
"12"	1110357	2.84663599161831
"13"	1110358	2.8466393762089
"14"	1110366	2.84666645293359
"15"	1637674	3.47725202412057
"16"	1637731	3.47736146361025
"17"	1640705	3.48307151698437
"18"	2330060	4.92988995482974
"19"	3537495	8.10496207458563
"20"	3537910	8.10643561118784
"21"	3537996	8.10674097058011
"22"	3538008	8.1067835788674
"23"	3538058	8.10696111339779
"24"	3538692	8.10921225124309
"25"	3539859	8.11084085147557
"26"	3539909	8.11089558055152
"27"	3541652	8.11280343613933
"28"	3553965	8.11705531055901
"29"	6444090	16.113403513468
"30"	6444380	16.1134449304153
"31"	6444765	16.1134999149832
"32"	6444795	16.113504199495
"33"	6444805	16.1135056276655
"34"	6447088	16.1138419297218
"35"	6447236	16.1138647906296
"36"	6447242	16.1138657174231
"37"	6447844	16.1139663058161
"38"	6448179	16.114027481551
"39"	7759809	18.2802431094225
"40"	10434131	21.7862660309073
"41"	10434176	21.7862672422732
"42"	11632479	24.0734484925373
"43"	11633148	24.0739677164179
"44"	12743457	26.8712812369727
"45"	12843920	27.0623183251799
"46"	17123423	35.5242716829434
"47"	17786644	36.695176
"48"	17786709	36.69519225
"49"	17801246	36.6993890947075
"50"	17801265	36.6993948635097
"51"	17812250	36.7026946352246
"52"	17825064	36.7099804673031
"53"	17831513	36.7123300724365
"54"	17831531	36.712337957667
"55"	17833932	36.7134181524778
"56"	17833983	36.7134351956798
"57"	17834037	36.7134532414231
"58"	17837061	36.7144637494867
"59"	17837766	36.7146993445783
"60"	17839306	36.7152140595556
"61"	17853771	36.725769697201
"62"	17855146	36.7268065344381
"63"	17886678	36.8453945669782
"64"	17886741	36.8454532492212
"65"	17886813	36.8455203146417
"66"	17895952	36.848664843247
"67"	17896096	36.8486966864941
"68"	17896277	36.8487367116865
"69"	18022097	37.2505986491396
"70"	18022153	37.2506341443595
"71"	18022379	37.2507773929254
"72"	18025169	37.2543390916031
"73"	18025186	37.2543956717557
"74"	18025188	37.2544023270588
"75"	18025526	37.2555268729412
"76"	20863730	44.6603100403321
"77"	20865334	44.6608469902235
"78"	20865356	44.6608543362069
"79"	20865406	44.6608711465517
"80"	20869504	44.6624122528409
"81"	20869516	44.6624245511364
"82"	20871095	44.6640428535774
"83"	20871160	44.6641094758735
"84"	20881771	44.6689685986577
"85"	20881781	44.6689830684564
"86"	20883917	44.6927964876211
"87"	20883925	44.6930583261572
"88"	20883933	44.6933201646932
"89"	20883942	44.6936147330463
"90"	20884097	44.6986878546825
"91"	20885150	44.7275664337349
"92"	20885162	44.7276931763417
"93"	20886604	44.7429234129244
"94"	20886614	44.7430290317634
"95"	20886616	44.7430501555312
"96"	20886662	44.7435360021906
"97"	20886789	44.7447895376275
"98"	20886837	44.7448244049745
"99"	20886840	44.7448265841837
"100"	20886852	44.7448353010204
"101"	20889275	44.7463499565217
"102"	20889380	44.7463950132325
"103"	20897488	44.7490489346797
"104"	20903543	44.7519943650386
"105"	20903596	44.752049
"106"	20903609	44.7520624010283
"107"	20903629	44.7520830179949
"108"	20903633	44.7520871413882
"109"	20903666	44.752121159383
"110"	20903739	44.7521964113111
"111"	20903852	44.7523128971722
"112"	20903865	44.7523262982005
"113"	20908863	44.7640662006606
"114"	20908885	44.7640722320396
"115"	20914681	44.7694350915395
"116"	20914702	44.7694884216366
"117"	20916748	44.7749442825688
"118"	22775359	46.9356908301887
"119"	23062235	47.3405641528384
"120"	23081512	47.3831274684411
"121"	23092080	47.4660824366197
"122"	23561520	47.9470252164491
"123"	25163597	49.7303809473684
"124"	25442668	50.4069541448171
"125"	25444253	50.4073341090317
"126"	25444339	50.4073547518308
"127"	25445859	50.4084768041511
"128"	25446003	50.4086347519957
"129"	26221832	51.3855324357367
"130"	26221961	51.3855498244514
"131"	26222212	51.3855836583072
"132"	26222288	51.3855939028213
"133"	26222473	51.3856188401254
"134"	26228326	51.3863556576812
"135"	26228327	51.3863557783575
"136"	26228344	51.3863578298551
"137"	26228777	51.3864100827053
"138"	26230243	51.3865869942029
"139"	26230245	51.3865872355556
"140"	26230254	51.3865883216425
"141"	26231537	51.386743149372
"142"	26232893	51.3869067864734
"143"	26232921	51.3869101654106
"144"	26234025	51.3870433920773
"145"	26386527	51.4424170193548
"146"	26386544	51.4425894688172
"147"	26752507	51.8389942444363
"148"	26760179	51.8405094793492
"149"	27555117	52.3721819317073
"150"	27561220	52.3727207425323
"151"	27822226	52.4617230483384
"152"	33385376	58.3683169233827
"153"	33385578	58.3683348274304
"154"	33385685	58.3683443112577
"155"	33385791	58.368353706451
"156"	33385860	58.3683598221901
"157"	33396490	58.3693138846244
"158"	33397931	58.3694470919729
"159"	33397935	58.3694474617365
"160"	33398004	58.3694538401591
"161"	33419537	58.3722543201774
"162"	34435730	60.0533843467862
"163"	34435734	60.0533863497758
"164"	34435767	60.0534028744395
"165"	34435795	60.0534168953662
"166"	34435998	60.0535186944444
"167"	34439095	60.0552700059347
"168"	34439099	60.0552715133531
"169"	34439210	60.0553133442137
"170"	34440311	60.0559488987342
"171"	34440346	60.0559710625
"172"	34440371	60.0559869479167
"173"	34450402	60.0627620605153
"174"	34450594	60.0628696219293
"175"	34456893	60.0662296328234
"176"	35032533	61.1986629036415
"177"	35032548	61.198666812678
"178"	35974712	62.3163886481203
"179"	35975172	62.3164050190476
"180"	35976242	62.3164430992481
"181"	35977438	62.3164837664908
"182"	35981680	62.3165967119937
"183"	35983738	62.3166389913911
"184"	35986648	62.3166788333934
"185"	35986652	62.3166788670513
"186"	35987662	62.316687365669
"187"	35989687	62.3167044049766
"188"	35991972	62.3167236320471
"189"	35998535	62.3167788562327
"190"	35998707	62.3167803035221
"191"	35998748	62.3167806485154
"192"	35999006	62.3167828194495
"193"	35999019	62.3167829288376
"194"	35999095	62.3167835683375
"195"	36000251	62.3167932954682
"196"	36001470	62.3168035527107
"197"	36001471	62.3168035611251
"198"	36002722	62.3168151983003
"199"	36003498	62.3168225259679
"200"	36008042	62.3168675435897
"201"	37040134	63.0624478997592
"202"	37043240	63.0920543323894
"203"	37043291	63.0926015037168
"204"	37058041	63.1657930731707
"205"	37063871	63.1717046787709
"206"	37063892	63.1717342136871
"207"	37063918	63.1717707807263
"208"	37080083	63.2507526470588
"209"	37080115	63.2515203333333
"210"	37088597	63.3553653156053
"211"	37091857	63.3622595784724
"212"	37097316	63.3674699614396
"213"	37097320	63.3674703213368
"214"	37098064	63.3675372622108
"215"	37098067	63.3675375321337
"216"	37098164	63.3675462596401
"217"	37098185	63.3675481491003
"218"	37098196	63.3675491388175
"219"	37118877	63.369890251944
"220"	37118904	63.3698932962675
"221"	37118919	63.3698949875583
"222"	37119015	63.3699058118196
"223"	37129193	63.3715942179354
"224"	38047300	65.0598329245821
"225"	38047352	65.0598390721565
"226"	39105173	67.257862344473
"227"	39105196	67.2578643800955
"228"	40203494	68.4792696389737
"229"	40203796	68.4835516466097
"230"	40203799	68.4835941831093
"231"	40204188	68.4891097492364
"232"	40205116	68.5022677064753
"233"	40205374	68.505925845449
"234"	40206644	68.5220674502112
"235"	40206861	68.5221232389861
"236"	40506773	68.953138028169
"237"	40510176	68.9532791580817
"238"	40519697	68.9540623701103
"239"	40524264	68.9542683744493
"240"	40545710	68.9596344635683
"241"	40720048	69.0046336891725
"242"	40727425	69.0055644102967
"243"	40727464	69.0055687938691
"244"	40733206	69.0062200403101
"245"	40733244	69.0062245767442
"246"	40733489	69.0062538248062
"247"	40733530	69.0062587193798
"248"	40733546	69.0062606294574
"249"	40734036	69.0063383891952
"250"	40734192	69.0063649625138
"251"	40734254	69.0063755237045
"252"	42974201	71.1379778590122
"253"	42978283	71.1381701353135
"254"	43856094	72.0421539378151
"255"	43856106	72.0421541294118
"256"	43974628	72.0762240727273
"257"	44063117	72.1191515824901
"258"	44158728	72.1407791052227
"259"	44159069	72.1408013671275
"260"	45018829	72.94476028
"261"	45018920	72.9449442272727
"262"	45066105	73.0250386783797
"263"	45566221	73.2520388308214
"264"	45566332	73.2520403992087
"265"	45566367	73.2520408937453
"266"	46294104	73.3544653691725
"267"	46294131	73.3544653828174
"268"	46294146	73.354465390398
"269"	46305289	73.3544709707661
"270"	46305291	73.3544709717742
"271"	46318927	73.3544766585686
"272"	46370563	73.3570140490052
"273"	46745281	73.412649789311
"274"	46749304	73.4127141139154
"275"	46749415	73.4127158553888
"276"	46749424	73.4127159965894
"277"	46749452	73.4127164358799
"278"	46749458	73.4127165300136
"279"	46750399	73.4127312933151
"280"	46750472	73.4127324386085
"281"	46750537	73.4127334583902
"282"	46750585	73.4127342114597
"283"	46750663	73.4127354351978
"284"	47268304	74.0178602494845
"285"	47271512	74.0188414836364
"286"	47274088	74.0195865365854
"287"	47274315	74.0196529756098
"288"	47274382	74.0196725853659
"289"	47276923	74.0207398221344
"290"	47284798	74.0257573888889
"291"	47572226	74.0903422318393
"292"	47606796	74.1004985349398
"293"	47613179	74.1017378746214
"294"	50383253	76.3812959056509
"295"	50432128	76.381915
"296"	50433917	76.3819159067296
"297"	50433998	76.3819159545455
"298"	50439090	76.3819185902634
"299"	50439102	76.3819185960096
"300"	50439103	76.3819185964884
"301"	50439212	76.3819186486832
"302"	52840681	76.9244337575431
"303"	52845020	76.9248541140789
"304"	52845042	76.9248553607089
"305"	52846685	76.924948461308
"306"	53231644	77.184626094014
"307"	53231769	77.1846262317297
"308"	55024277	79.9006790385757
"309"	55046168	79.9388335343511
"310"	55050187	79.9462047586207
"311"	55230298	80.3696756283925
"312"	55278256	80.4979804504258
"313"	55295621	80.5072722899628
"314"	55296785	80.5073447115257
"315"	55296825	80.5073471898734
"316"	55301775	80.5102699404255
"317"	59617059	86.9150680055371
"318"	59695237	86.9963123155118
"319"	59750636	87.067018115552
"320"	59864275	87.0901798688525
"321"	59876498	87.0935721260732
"322"	59905554	87.234656185544
"323"	61642371	88.9876193334156
"324"	61642401	88.9877223121915
"325"	62501372	91.2169804692483
"326"	62501426	91.217059808656
"327"	62501449	91.2170936013667
"328"	62501506	91.2171773485194
"329"	65083077	95.2285448754717
"330"	65083850	95.2296058929504
"331"	66231249	96.6306126524823
"332"	66231300	96.6306155460993
"333"	66485784	96.7595642857143
"334"	66485863	96.7595714698753
"335"	66570841	96.8084508397112
"336"	66601778	96.8261945761381
"337"	66603958	96.8262699363208
"338"	66607065	96.8263719099496
"339"	66610845	96.8264930672547
"340"	71103994	101.66812556682
"341"	71104018	101.668128552995
"342"	71104086	101.668137013825
"343"	71191330	101.738523076698
"344"	71285231	101.753301642412
"345"	71285344	101.753312918919
"346"	71285493	101.753327787942
"347"	71285725	101.753350939709
"348"	71285738	101.753352237006
"349"	72513222	102.475485261682
"350"	75489513	104.009929783865
"351"	76042048	104.259307246587
"352"	76045254	104.259994127607
"353"	76045269	104.259997293252
"354"	76116531	104.30424349203
"355"	76117293	104.304247540914
"356"	76117299	104.304247572795
"357"	76151090	104.307633861543
"358"	76650542	104.744744060453
"359"	76650641	104.744806901763
"360"	76650685	104.744834831234
"361"	76865730	105.060608480106
"362"	76865768	105.060648798408
"363"	76867033	105.061990973475
"364"	76938423	105.134682643296
"365"	78053474	106.510691388663
"366"	78097229	106.513003853303
"367"	78113256	106.513072017143
"368"	78731079	106.638930219848
"369"	78731113	106.63893632782
"370"	78731114	106.638936507466
"371"	78731358	106.638980341144
"372"	78731451	106.638997048243
"373"	78731669	106.639036211119
"374"	78736152	106.640363656761
"375"	78888476	106.697738311663
"376"	78888493	106.697740643154
"377"	78888549	106.697748311203
"378"	78888612	106.697756937759
"379"	78888777	106.697778302083
"380"	78888801	106.697781052083
"381"	78893636	106.698269239282
"382"	78897736	106.698414257517
"383"	78898912	106.698455512722
"384"	85260618	113.393134294416
"385"	88998564	118.14644375493
"386"	89010144	118.147730259109
"387"	89044162	118.184630874282
"388"	89045829	118.185988387383
"389"	89045875	118.186025804531
"390"	89181345	118.215963474646
"391"	89199490	118.219552855724
"392"	89199544	118.219569801882
"393"	89200409	118.219841254225
"394"	89221400	118.223188533881
"395"	89221405	118.223189291068
"396"	89221756	118.223242445585
"397"	89221886	118.223262132444
"398"	89221901	118.223264404004
"399"	89221978	118.223276064682
"400"	89221987	118.223277427618
"401"	89221988	118.223277579055
"402"	89222022	118.223282727926
"403"	89222071	118.223290148357
"404"	89226544	118.223670705706
"405"	89226554	118.223670735736
"406"	89226584	118.223670825826
"407"	89387765	118.258665235033
"408"	89388780	118.258666836454
"409"	89428365	118.262658179775
"410"	89428371	118.262658189406
"411"	89428375	118.262658195827
"412"	89428582	118.26265852809
"413"	89435401	118.262859350746
"414"	89606706	118.403519166314
"415"	89606825	118.403531803761
"416"	89607711	118.40362759633
"417"	89607808	118.403638631193
"418"	89616623	118.405171666667
"419"	89616676	118.405176083333
"420"	89618573	118.405334166667
"421"	89618668	118.405342083333
"422"	89619999	118.405406599278
"423"	89620001	118.405406624392
"424"	89620032	118.405407013656
"425"	89620085	118.405407679171
"426"	89620933	118.405418327421
"427"	89620940	118.405418415319
"428"	89621844	118.405429766756
"429"	89621856	118.405429917438
"430"	89621882	118.405430243918
"431"	89622330	118.405435869408
"432"	89622339	118.40543598242
"433"	89623400	118.40544930529
"434"	89623431	118.405449694553
"435"	91749982	120.877051697947
"436"	91753035	120.877368040078
"437"	109120533	136.363148334276
"438"	109126641	136.36316536021
"439"	109137751	136.363203277778
"440"	109140384	136.364394672662
"441"	109140444	136.364408328339
"442"	109151660	136.364886272361
"443"	109595775	136.800742285848
"444"	109596549	136.801666470761
"445"	109597131	136.802361400503
"446"	109608357	136.815765663865
"447"	109608622	136.816082083764
"448"	109612067	136.820195542457
"449"	109617699	136.826920360848
"450"	109624273	136.834769962428
"451"	109624604	136.835165188793
"452"	109625319	136.836018925503
"453"	109625357	136.836064298922
"454"	109625773	136.836561018463
"455"	109625779	136.836568182687
"456"	109625838	136.836638630891
"457"	109625857	136.836661317601
"458"	109625884	136.836693556609
"459"	109625945	136.836766392888
"460"	109625996	136.836827288793
"461"	109626099	136.836950274641
"462"	109626106	136.836958632902
"463"	109626189	136.837057738003
"464"	109640441	136.851594539281
"465"	109640956	136.851975996064
"466"	109641261	136.852196316279
"467"	109642357	136.852988024329
"468"	109686298	136.888626598255
"469"	109698626	136.922322655625
"470"	109840063	137.296650622101
"471"	109840125	137.297881571623
"472"	109840254	137.300442740791
"473"	109840295	137.301256755798
"474"	109840296	137.301276609823
"475"	109965402	137.313988377189
"476"	109969575	137.313991054096
"477"	109969803	137.313991230294
"478"	109969848	137.31399126507
"479"	109971047	137.313992191654
"480"	109971456	137.313992507728
"481"	109972419	137.313993251932
"482"	109973489	137.313994095955
"483"	109974445	137.313994995296
"484"	109975251	137.33488060129
"485"	110268232	137.672227096432
"486"	110567810	138.582918130362
"487"	112870174	142.451212832313
"488"	112894817	142.520362142857
"489"	112900046	142.524265581921
"490"	112900057	142.524268544256
"491"	112935710	142.696068370302
"492"	112944943	142.702354716909
"493"	112944964	142.702354973986
"494"	112955059	142.702998824503
"495"	112963057	142.703706357558
"496"	112963222	142.703709715116
"497"	112963248	142.703710244186
"498"	113019135	142.716108557522
"499"	113036945	142.750761506871
"500"	113036965	142.75077335004
"501"	113037068	142.750834342361
"502"	113038200	142.751504665724
"503"	113038204	142.751507034357
"504"	113038231	142.751523022635
"505"	113038694	142.751797191997
"506"	113040310	142.752942140625
"507"	113040905	142.755820958159
"508"	113042575	142.764315121454
"509"	113042873	142.765071015182
"510"	113044562	142.76935525849
"511"	113044571	142.769378087495
"512"	113044619	142.769499842189
"513"	113054321	142.799136799373
"514"	113054405	142.799507257053
"515"	113054730	142.800941154589
"516"	113054752	142.801038188406
"517"	113056912	142.808946567347
"518"	113056979	142.809182297959
"519"	113057696	142.811710195876
"520"	113059284	142.817063834983
"521"	113059285	142.817064051155
"522"	113066453	142.819385896209
"523"	113068117	142.819925774908
"524"	113068260	142.819943715867
"525"	113068276	142.819945723247
"526"	113258069	142.85145930031
"527"	114226124	143.744025745231
"528"	114226132	143.744025888795
"529"	114230776	143.744135224299
"530"	114231509	143.744155775701
"531"	114285181	143.747578559377
"532"	114285382	143.747582211551
"533"	114306523	143.747966602908
"534"	114310280	143.748040181818
"535"	114310337	143.748041477273
"536"	114314267	143.74811649547
"537"	114316180	143.748147394773
"538"	114317240	143.748163402685
"539"	114317324	143.748164671141
"540"	114746916	144.4569148
"541"	114749650	144.459776287717
"542"	114749710	144.459949358478
"543"	114749733	144.46001570227
"544"	114749804	144.46022050267
"545"	114749805	144.460223387183
"546"	114749832	144.460301269025
"547"	114749861	144.460384919893
"548"	114768833	144.480515176935
"549"	114769863	144.480783117957
"550"	114774952	144.482140486034
"551"	114807263	144.500587692836
"552"	114807635	144.50119925
"553"	117491806	147.781898003176
"554"	117497384	147.783809151931
"555"	117497497	147.783840772532
"556"	117500746	147.787951655556
"557"	117500891	147.787998377778
"558"	117514281	147.793537667832
"559"	117554988	147.815158384615
"560"	119759570	149.432682701923
"561"	119759621	149.432689628606
"562"	119759697	149.432700106083
"563"	119763641	149.437359420068
"564"	119763701	149.437631154762
"565"	119766148	149.443483748387
"566"	119766319	149.4435441
"567"	119766354	149.44355635
"568"	119766383	149.4435665
"569"	119766424	149.44358085
"570"	119766709	149.443680069767
"571"	119855669	149.567025269868
"572"	119855674	149.567028192053
"573"	119855731	149.567061504967
"574"	119855738	149.567065596026
"575"	119855773	149.567086051325
"576"	119858206	149.569769046472
"577"	119858294	149.569849321859
"578"	119858525	149.57006004475
"579"	119858681	149.570202351119
"580"	119858769	149.57028427907
"581"	120313826	150.101797
"582"	143984659	150.833715399393
"583"	143984702	150.833715553566
"584"	143984788	150.83371586191
"585"	143992765	150.833744462672
"586"	143992900	150.833744946702
"587"	145696976	154.969333077828
"588"	145697173	154.969344309502
"589"	145697245	154.96934841448
"590"	145697602	154.969368768326
"591"	148124616	159.681575621325
"592"	148726972	160.335216161956
"593"	148728093	160.337285053925
"594"	148736654	160.35308503978
"595"	148736806	160.353365567504
"596"	148736821	160.353393251161
"597"	148738048	160.355657774306
"598"	148738355	160.356224366487
"599"	148738356	160.356226212064
"600"	148744070	160.366771839814
"601"	148746110	160.37053681717
"602"	148990905	160.816577188827
"603"	148994163	160.822153623264
"604"	148994237	160.82228028261
"605"	149052359	160.89728007404
"606"	149052371	160.897280970726
"607"	149053292	160.89734979132
